Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
1,1,1,1,1,1,1,1,1,1,1,1,105497.0,1,1,1,1,1,94.68,1,0,1,0,1,33.33,15.0,25.0,1,1,1,1,1,1,15.79,1,0,50.0,1.03,193.263,11.803,France,F:RENU,48.51,A
1,1,0,0,1,1,1,1,1,1,1,1,22037.0,0,1,1,1,1,11.22,0,0,1,0,1,50.0,14.0,7.14,1,0,1,1,1,1,33.33,1,1,28.57,13.587,128.29,43.892,France,F:RMS,14.0,B
1,0,1,0,1,1,1,1,1,1,0,1,360980.0,0,1,1,1,1,81.94,0,0,1,0,0,50.0,16.0,38.89,1,1,1,0,0,1,28.13,1,1,55.56,0.969,142.398,15.16,France,F:ROFR,5.45,A
1,0,0,1,1,1,1,0,1,1,1,0,4700.0,1,1,0,1,1,85.66,0,0,0,0,0,45.45,11.0,23.08,1,1,0,1,1,1,50.0,1,1,53.85,0.67,64.306,3.572,France,F:RUI,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,26693.0,1,1,1,1,1,70.95,0,0,1,0,1,50.0,12.0,13.33,1,1,0,1,1,1,22.22,1,1,66.67,0.509,63.662,2.44,France,F:RXL,100.0,A
0,1,0,0,0,1,1,0,1,1,0,0,3491.0,0,1,1,0,1,32.84,0,0,1,0,1,40.0,15.0,58.82,1,1,0,1,1,1,20.0,1,1,64.71,0.251,89.437,1.522,France,F:SCO,100.0,B
1,0,0,0,0,1,1,0,1,1,0,1,429941.0,1,1,1,1,1,87.82,0,1,1,0,0,50.0,12.0,30.77,0,1,1,1,1,1,38.46,1,1,53.85,2.43,154.913,5.391,France,F:SDX,78.0,B
1,0,1,1,1,1,1,1,1,1,1,0,31338.0,1,1,1,1,1,94.87,1,0,1,0,1,52.94,17.0,11.11,1,1,1,1,1,1,23.53,1,1,27.78,0.832,145.43,8.564,France,F:SEB,100.0,A
1,0,0,0,0,1,0,0,1,1,0,1,2294.0,0,1,1,1,1,10.91,0,0,1,0,0,40.0,10.0,38.46,0,1,0,1,1,1,12.5,1,0,61.54,2.562,4.623,0.298,Luxembourg,F:SESG,100.0,B
1,0,1,0,0,1,1,0,1,1,0,1,122200.0,0,1,1,1,1,71.51,1,0,1,0,1,46.67,15.0,78.95,1,1,1,0,1,1,50.0,1,1,73.68,4.816,123.467,4.091,France,F:SGE,35.14,A
1,0,0,0,1,1,1,1,1,1,0,0,91984.0,1,1,1,1,1,82.59,0,0,1,0,0,47.06,17.0,20.0,1,1,1,0,1,1,15.79,1,1,45.0,2.747,56.609,7.046,France,F:SGM,57.69,B
1,0,0,1,1,1,1,1,1,1,1,0,159145.0,1,1,1,1,1,97.19,1,0,0,0,0,50.0,15.0,53.33,1,1,1,1,1,1,37.5,1,1,60.0,0.988,94.511,6.404,France,F:SGO,12.5,A
1,0,0,1,0,1,1,0,1,1,1,0,2184.0,1,1,1,1,1,76.28,0,0,1,0,1,42.86,14.0,35.71,1,1,1,1,1,1,16.67,1,1,35.71,3.538,27.427,4.192,France,F:SOI,100.0,B
1,0,1,0,0,1,1,0,1,1,0,0,55833.0,0,1,1,1,1,80.14,0,0,0,0,1,46.67,15.0,33.33,1,1,1,1,1,1,0.0,1,0,53.33,0.836,287.091,17.572,France,F:SOP,100.0,A
1,0,1,0,0,1,1,0,1,1,0,1,50657.0,0,1,1,1,1,75.98,0,0,1,0,1,45.45,11.0,33.33,1,1,1,1,1,1,0.0,1,1,66.67,0.711,53.015,2.541,France,F:SPIE,100.0,B
1,0,0,1,1,1,1,0,1,1,1,1,87994.0,1,1,1,1,1,96.24,1,1,1,0,1,37.5,16.0,76.47,0,1,1,0,1,1,23.08,1,1,64.71,2.889,37.105,7.648,France,F:SQ@F,26.09,A
1,0,0,0,1,1,1,0,1,1,1,1,13530.0,0,1,1,1,1,88.08,0,0,1,0,1,40.0,10.0,36.36,1,1,0,1,1,1,20.0,1,1,81.82,0.222,34.183,2.091,France,F:TECE,100.0,A
1,0,1,0,0,1,1,0,1,1,1,1,19011.0,1,1,1,1,1,91.75,1,0,1,0,1,50.0,14.0,68.75,1,1,1,1,1,1,23.08,1,1,50.0,1.341,18.487,1.499,France,F:UBI,100.0,B
1,0,0,0,1,1,1,0,1,1,1,1,2631.0,1,1,1,1,1,97.56,0,0,1,0,1,60.0,10.0,33.33,1,1,0,1,1,1,20.0,1,0,83.33,14.145,21.953,9.735,France,F:UBL,100.0,A
1,1,1,0,0,1,1,0,1,1,1,0,10876.0,1,1,0,1,1,86.14,0,0,1,0,0,38.46,13.0,28.57,1,1,0,1,1,1,30.77,1,1,35.71,1.286,33.382,2.787,France,F:VERP,100.0,B
1,1,1,0,1,1,1,1,1,1,1,0,219508.0,1,1,1,1,1,89.02,0,0,1,0,0,50.0,14.0,56.25,1,1,0,0,1,1,23.08,1,1,62.5,0.962,64.328,2.027,France,F:VIE,46.67,B
1,1,0,1,1,1,1,1,1,1,1,0,15348.0,0,1,1,1,1,61.05,1,0,0,0,1,37.5,8.0,40.0,1,1,1,1,1,1,25.0,1,1,60.0,0.919,22.314,1.771,France,F:VLR,100.0,A
1,0,1,0,0,1,0,0,1,1,1,0,18402.0,0,1,1,1,1,89.53,0,0,1,0,0,43.75,16.0,33.33,1,1,0,1,1,1,20.0,1,1,57.14,1.103,16.343,2.006,France,F:WLN,100.0,A
0,0,1,0,0,1,1,0,1,1,0,0,23053.0,0,1,1,0,1,76.73,1,0,1,0,1,36.36,11.0,73.33,1,1,0,1,1,1,10.0,1,1,73.33,2.839,61.572,5.896,Ireland,FLTR,100.0,B
0,0,0,0,0,0,0,0,1,1,0,0,1070.0,1,1,1,0,1,36.11,0,0,0,0,0,60.0,5.0,66.67,0,1,0,1,1,0,33.33,1,1,50.0,6.211,15.962,466.29,United Kingdom,GAW,100.0,C
0,0,0,0,0,1,1,0,1,1,0,0,8824.0,0,1,1,1,1,17.5,0,0,0,0,0,33.33,9.0,66.67,1,1,0,1,1,1,0.0,1,1,55.56,0.957,12.501,65.077,United Kingdom,GFTU,100.0,B
1,1,1,0,1,1,1,1,1,1,1,0,83426.0,1,1,1,1,1,92.42,0,0,0,0,0,44.44,9.0,55.56,1,1,0,0,1,1,0.0,1,1,66.67,0.348,14.061,0.401,United Kingdom,GLEN,3.0,A
1,0,0,0,0,1,1,0,1,1,1,1,30085.0,1,1,1,1,1,83.21,1,0,0,0,0,62.5,8.0,60.0,0,1,0,1,1,1,33.33,1,1,70.0,1.557,17.86,134.215,United Kingdom,GRG,82.54,A
1,1,0,0,1,1,1,1,1,1,1,1,70212.0,1,1,1,1,1,96.24,1,1,0,0,1,41.67,12.0,46.15,1,1,0,1,1,1,57.14,1,1,69.23,2.439,7.485,158.96,United Kingdom,GSK,34.24,A
1,1,0,0,0,1,0,0,1,1,0,0,14055.0,1,1,1,1,1,72.09,0,0,1,0,0,25.0,4.0,33.33,1,1,0,1,1,1,15.38,1,0,100.0,1.374,30.06,3.141,Netherlands,H:AALB,100.0,B
0,0,0,0,0,1,1,0,1,1,1,1,20872.0,0,1,1,1,1,27.07,0,0,1,0,0,57.14,7.0,62.5,1,1,0,1,1,1,50.0,1,0,100.0,5.15,21.845,2.549,Netherlands,H:ABN,75.81,B
0,0,0,0,0,1,1,0,1,1,1,1,402000.0,1,1,1,1,1,72.22,1,0,0,0,1,33.33,9.0,60.0,1,1,0,1,1,1,28.57,1,0,100.0,0.472,92.151,2.55,Netherlands,H:AD,84.38,B
0,1,0,0,0,0,1,1,0,1,0,1,4196.0,0,1,1,1,0,44.19,0,0,1,0,0,40.0,5.0,40.0,1,1,0,1,1,1,28.57,1,0,80.0,14.271,60.086,28.762,Netherlands,H:ADYE,100.0,B
1,0,0,0,1,1,1,1,1,1,0,1,15658.0,0,1,1,1,1,76.25,0,0,1,0,1,44.44,9.0,33.33,1,1,0,1,1,1,33.33,1,0,100.0,1.519,7.589,0.711,Netherlands,H:AGN,100.0,A
1,0,0,1,1,1,0,0,1,1,0,1,35200.0,1,1,1,1,1,64.75,0,0,1,0,0,37.5,8.0,44.44,1,1,0,1,1,1,12.5,1,0,100.0,1.266,62.542,4.151,Netherlands,H:AKZA,100.0,B
1,0,1,0,0,1,0,0,1,1,0,0,1057.0,0,1,1,1,1,44.19,0,0,0,0,1,30.77,13.0,46.15,1,1,0,1,1,1,11.11,1,1,53.85,2.255,3.901,0.396,United Kingdom,H:ALLFG,100.0,B
0,0,0,1,0,1,1,0,1,1,1,1,4542.0,1,1,1,1,1,91.4,0,0,1,0,0,50.0,6.0,28.57,1,1,0,1,1,1,0.0,1,0,100.0,8.633,53.45,14.011,Netherlands,H:ASIN,100.0,B
1,0,1,0,0,1,0,0,1,1,0,1,40309.0,1,1,1,1,1,96.56,1,0,1,0,1,44.44,9.0,63.64,1,1,1,1,1,1,0.0,1,0,72.73,9.676,69.981,18.713,Netherlands,H:ASML,59.09,A
0,1,0,0,0,1,1,0,1,1,1,0,7994.0,0,1,1,1,1,86.72,0,0,1,0,1,42.86,7.0,14.29,1,1,0,1,1,1,50.0,1,0,85.71,1.658,30.486,4.232,Netherlands,H:ASRN,100.0,A
1,0,0,0,1,1,0,1,1,1,0,0,1736.0,0,1,1,1,1,26.38,0,0,1,0,0,40.0,5.0,50.0,1,1,0,1,1,1,7.14,1,0,100.0,11.122,7.468,2.399,Netherlands,H:BESI,100.0,B
0,1,0,0,0,1,1,0,1,1,0,0,15688.0,0,1,1,1,1,6.9,0,0,1,0,1,33.33,9.0,40.0,1,1,1,1,1,1,0.0,1,1,60.0,19.582,199.699,13.615,Italy,H:EXOO,100.0,C
1,0,0,0,0,1,0,0,1,1,1,0,10220.0,0,1,1,1,1,61.05,0,0,1,0,0,33.33,6.0,28.57,0,1,0,1,1,1,33.33,1,0,100.0,1.051,19.484,2.14,Netherlands,H:FUR,100.0,B
1,0,0,0,0,1,1,0,1,1,0,1,89732.0,1,1,1,1,1,55.41,1,0,1,0,0,40.0,10.0,54.55,1,1,0,1,1,1,18.18,1,0,54.55,2.071,53.886,4.843,Netherlands,H:HB,55.56,B
1,0,0,0,0,1,1,0,1,1,1,1,89732.0,1,1,1,1,1,52.27,1,0,1,0,0,50.0,8.0,40.0,1,0,0,1,1,1,50.0,1,1,0.0,1.489,106.728,3.44,Netherlands,H:HBA,100.0,B
0,0,0,0,0,1,1,0,1,1,0,0,35999.0,0,1,1,1,1,75.59,0,0,1,0,0,40.0,5.0,50.0,1,1,0,1,1,1,57.14,1,0,0.0,1.443,41.852,3.044,Netherlands,H:HDJ,100.0,A
0,0,0,0,0,1,1,0,0,1,0,1,4736.0,1,1,1,1,1,79.02,0,0,1,0,0,40.0,5.0,33.33,1,1,0,1,1,1,0.0,1,0,100.0,1.931,78.053,6.212,Netherlands,H:IMCD,100.0,B
1,0,1,0,0,1,1,0,1,1,0,1,62845.0,0,1,1,1,1,72.51,0,0,1,0,1,33.33,9.0,44.44,1,1,0,1,1,1,25.0,1,0,100.0,5.736,16.847,1.986,Netherlands,H:INGA,75.81,A
1,0,0,0,0,1,1,0,1,1,1,0,7067.0,0,1,1,1,1,62.22,0,0,0,0,1,28.57,7.0,28.57,1,1,0,1,1,1,0.0,1,0,71.43,3.348,3.915,2.552,Netherlands,H:INPW,100.0,B
0,1,0,0,0,1,1,0,1,1,0,0,20001.0,1,1,1,1,1,85.01,0,0,0,0,0,40.0,15.0,42.11,1,1,0,1,1,1,33.33,1,1,42.11,1.605,16.863,1.62,Netherlands,H:JDPS,100.0,B
0,0,0,0,0,1,1,0,1,1,1,1,9724.0,1,1,1,1,1,50.79,0,0,1,0,1,33.33,9.0,25.0,1,1,0,1,1,1,50.0,1,0,83.33,3.771,1.37,0.216,Netherlands,H:KPN,100.0,B
1,1,1,1,1,1,1,1,1,1,1,0,31920.0,1,1,1,1,1,90.94,0,0,0,0,1,33.33,6.0,14.29,0,1,0,1,1,1,33.33,1,0,100.0,0.632,53.63,2.887,Netherlands,H:LIGH,100.0,A
1,0,0,0,1,1,1,1,0,1,1,1,126756.0,0,1,1,1,1,62.21,0,0,1,0,1,30.0,10.0,45.45,1,1,0,1,1,1,7.14,1,1,63.64,0.388,74.954,3.252,Netherlands,H:MT,8.5,A
0,0,0,0,1,1,1,1,1,1,0,1,15990.0,0,1,1,1,1,32.5,0,0,1,0,1,42.86,7.0,44.44,1,1,0,1,1,1,37.5,1,0,100.0,1.387,45.997,6.518,Netherlands,H:NN,100.0,A
1,0,0,0,1,1,1,1,1,1,1,0,1146.0,1,1,0,1,1,77.01,0,0,1,0,1,23.08,13.0,53.85,1,1,0,1,1,1,25.0,1,1,61.54,3.243,8.613,0.084,Netherlands,H:OCIO,100.0,B
0,1,1,1,1,1,1,1,1,1,1,1,69656.0,1,1,1,1,1,90.68,1,1,1,0,1,40.0,10.0,40.0,1,1,0,1,1,1,21.43,1,0,100.0,1.618,19.15,1.514,Netherlands,H:PHIL,28.57,A
1,0,0,0,0,1,1,1,1,1,1,0,21048.0,0,1,1,1,1,32.46,0,0,1,0,0,37.5,16.0,58.82,1,1,0,1,1,1,16.67,1,1,76.47,28.488,1.949,2.855,Netherlands,H:PROS,100.0,B
1,0,0,0,0,1,0,0,1,1,0,1,43340.0,0,1,1,1,1,76.73,0,0,1,0,1,42.86,7.0,33.33,1,1,0,1,1,1,25.0,1,0,100.0,0.354,142.522,3.049,Netherlands,H:RAND,100.0,B
1,1,0,1,1,1,1,1,1,1,1,1,87000.0,1,1,1,1,1,99.42,1,0,1,0,0,54.55,11.0,61.54,1,1,0,1,1,1,30.0,1,1,69.23,2.43,47.496,4.165,United Kingdom,H:RDSA,0.59,A
0,0,0,0,0,1,0,0,1,1,0,1,13500.0,0,1,0,1,1,34.19,0,0,1,0,0,28.57,7.0,14.29,1,0,0,1,1,1,0.0,1,0,100.0,0.648,24.32,-0.549,Netherlands,H:TKWY,29.89,B
1,0,0,0,0,1,1,0,1,1,0,1,10000.0,0,1,1,1,1,32.29,0,0,0,0,0,30.77,13.0,20.0,1,1,0,1,1,1,20.0,1,1,46.67,3.702,6.107,0.928,Netherlands,H:UNMG,14.44,C
1,0,0,0,0,1,0,0,1,1,0,0,21056.0,0,1,1,1,1,26.45,0,0,1,0,0,57.14,7.0,37.5,1,1,0,1,1,1,50.0,1,0,100.0,6.61,22.801,4.931,Netherlands,H:WSG,100.0,B
1,1,0,0,0,1,0,0,1,1,0,0,13049.0,0,1,1,1,1,26.13,0,0,0,0,1,44.44,9.0,60.0,1,1,0,1,1,1,0.0,1,1,70.0,2.43,4.342,4.031,United Kingdom,HAS,100.0,B
1,0,0,0,0,1,0,0,1,1,0,1,8967.0,1,1,1,1,1,67.23,0,1,1,0,1,41.67,12.0,75.0,1,1,0,1,1,1,18.18,1,1,66.67,2.164,10.441,2.158,United Kingdom,HIK,39.67,B
1,0,0,0,0,1,0,0,1,1,1,1,2277.0,0,1,1,0,1,42.71,0,0,0,0,0,45.45,11.0,63.64,1,1,0,1,1,1,66.67,1,1,72.73,5.884,1.614,68.095,United Kingdom,HL.,41.13,B
1,0,0,0,0,1,1,0,1,1,0,0,8623.0,1,1,1,1,1,82.14,0,0,1,0,0,45.45,11.0,72.73,1,1,0,1,1,1,50.0,1,1,63.64,4.679,5.391,89.055,United Kingdom,HLMA,100.0,B
0,0,0,0,0,1,0,0,1,1,0,1,24000.0,0,1,1,1,1,11.78,0,0,0,0,1,45.45,21.0,36.36,1,1,0,1,1,1,50.0,1,1,63.64,3.707,1.224,18.083,United Kingdom,HLN,100.0,B
1,0,1,0,1,1,1,1,1,1,0,1,220861.0,0,1,1,1,1,26.23,0,0,1,0,1,46.67,15.0,68.75,1,1,0,0,1,1,23.81,1,1,87.5,6.564,5.901,1.258,United Kingdom,HSBA,1.62,B
1,1,0,0,0,1,1,0,1,1,0,1,3000.0,0,1,1,1,1,32.5,0,0,0,0,1,36.36,11.0,50.0,0,1,0,1,1,0,41.67,1,1,66.67,0.959,8.93,1.708,United Kingdom,HSX,100.0,B
0,0,0,0,0,1,0,0,1,1,0,0,12000.0,0,1,1,0,1,16.67,0,0,0,0,0,37.5,8.0,66.67,0,1,0,1,1,0,11.11,1,1,77.78,2.264,4.216,47.844,United Kingdom,HWDN,100.0,C
1,1,0,0,1,1,1,1,1,1,1,0,13958.0,0,1,1,1,1,45.23,0,0,1,0,0,41.67,12.0,16.67,1,1,0,0,1,1,0.0,1,1,66.67,0.795,4.711,0.231,Italy,I:A2A,76.25,B
1,0,1,0,0,0,0,0,1,1,0,0,14379.0,1,1,1,1,1,91.24,1,0,1,0,0,60.0,10.0,25.0,1,1,0,1,1,1,21.43,1,1,75.0,3.054,10.094,0.893,Italy,I:AMP,100.0,B
1,0,0,0,0,0,1,0,1,1,0,0,1657.0,0,1,0,1,1,42.99,0,0,1,0,0,43.75,16.0,30.0,1,1,0,1,1,1,0.0,1,1,50.0,2.402,9.914,3.62,Italy,I:AZM,78.43,B
1,0,0,0,0,1,0,0,1,1,0,0,2623.0,0,1,1,1,1,12.24,0,0,0,0,0,45.45,11.0,50.0,1,1,0,1,1,1,0.0,1,1,50.0,4.807,16.758,1.838,Italy,I:BC,39.13,C
1,1,0,0,0,1,0,0,1,1,0,0,16737.0,0,1,1,0,0,72.51,1,0,1,0,0,40.0,15.0,17.65,1,0,0,1,1,1,7.14,1,1,64.71,6.991,4.756,1.072,Italy,I:BMPS,100.0,B
1,1,1,0,0,1,0,0,1,1,0,0,19761.0,0,1,0,1,1,98.68,1,0,1,0,0,40.0,15.0,46.67,1,1,0,1,1,1,8.0,1,1,80.0,7.851,5.78,1.032,Italy,I:BP,75.81,B
1,0,0,0,0,1,0,0,1,1,0,0,20224.0,0,1,0,0,0,96.88,0,0,1,0,1,53.33,15.0,37.5,1,1,0,0,1,1,0.0,1,1,87.5,4.325,4.784,0.972,Italy,I:BPE,100.0,A
1,0,0,0,0,1,0,0,1,1,0,0,3597.0,0,1,1,0,0,27.07,0,0,1,0,0,40.0,15.0,33.33,0,1,0,1,1,1,0.0,1,1,38.89,10.45,5.253,1.062,Italy,I:BPSO,100.0,C
0,0,0,0,1,1,1,1,1,1,1,0,9620.0,0,1,1,1,1,37.62,0,0,0,0,0,45.45,11.0,45.45,1,1,0,0,1,1,20.0,1,1,54.55,1.405,23.321,4.811,Italy,I:BZU,100.0,B
1,0,0,0,0,1,0,0,1,1,1,1,4764.0,1,1,1,1,1,82.27,1,0,1,0,0,27.27,11.0,45.45,1,1,1,1,1,1,0.0,1,1,45.45,3.566,2.588,0.332,Italy,I:CPR,100.0,B
1,0,0,0,0,0,0,0,1,1,0,0,3233.0,0,1,1,1,1,10.83,0,0,1,0,0,40.0,15.0,11.11,1,0,0,1,1,1,0.0,1,1,55.56,5.133,20.597,3.487,Italy,I:DIA,55.47,B
1,1,1,0,1,1,1,1,1,1,1,1,61055.0,0,1,1,1,1,84.02,0,0,1,0,1,44.44,9.0,44.44,1,1,0,1,1,1,19.05,1,1,77.78,1.539,9.142,0.671,Italy,I:ENEL,10.0,A
1,1,0,1,1,1,1,1,1,1,1,0,33142.0,0,1,1,1,1,73.06,0,0,1,0,0,44.44,9.0,22.22,1,0,0,0,1,1,23.08,1,1,88.89,0.738,28.366,2.031,Italy,I:ENI,17.65,A
1,0,1,0,1,1,1,1,1,1,0,0,1384.0,0,1,1,1,1,60.7,0,0,1,0,1,54.55,11.0,36.36,1,1,0,1,1,1,12.5,1,1,90.91,7.24,2.916,1.027,Italy,I:FCBK,100.0,A
1,0,1,0,0,1,1,0,1,1,0,1,81879.0,1,1,1,1,1,76.25,0,0,1,0,1,46.15,13.0,28.57,1,1,0,1,1,1,21.05,1,1,76.19,0.746,34.796,2.474,Italy,I:G,73.96,A
1,1,1,0,1,1,1,0,1,1,1,0,9965.0,1,1,1,1,1,98.78,1,0,1,0,0,40.0,15.0,31.82,1,1,0,0,1,1,12.5,1,1,86.36,0.663,10.302,0.286,Italy,I:HER,100.0,A
1,0,0,0,0,1,1,0,1,1,1,0,4247.0,0,1,1,1,1,39.47,0,0,1,0,0,44.44,9.0,23.53,0,1,0,1,1,1,0.0,1,1,70.59,5.941,3.163,0.586,Italy,I:IG,100.0,A
1,0,1,0,1,1,1,0,1,1,1,0,296.0,0,1,1,1,1,31.68,0,0,1,0,0,45.45,11.0,9.09,1,0,0,0,1,1,33.33,1,1,63.64,13.332,1.004,0.41,Italy,I:INW,100.0,B
1,0,0,0,0,1,0,0,1,1,0,0,9338.0,0,1,1,1,1,44.9,0,0,1,0,0,40.0,10.0,28.57,1,1,0,1,1,1,0.0,1,1,71.43,2.192,20.949,2.262,Italy,I:IP,100.0,B
1,0,1,0,1,1,1,1,1,1,0,1,94368.0,1,1,1,1,1,99.62,1,0,1,0,1,42.11,19.0,68.42,1,1,0,1,1,1,5.56,1,1,73.68,7.925,2.348,0.482,Italy,I:ISP,76.76,A
1,0,0,1,0,1,1,0,1,1,1,0,36037.0,1,1,1,1,1,87.94,0,0,1,0,0,33.33,9.0,33.33,1,1,0,1,1,1,14.29,1,1,44.44,0.385,60.271,1.587,Italy,I:IVG,100.0,B
1,0,1,1,1,1,1,1,1,1,1,1,31255.0,1,1,1,1,1,91.74,0,0,1,0,1,41.67,12.0,25.0,1,1,0,1,1,1,14.29,1,1,75.0,0.881,26.579,1.561,Italy,I:LDO,100.0,A
1,0,1,0,0,1,1,0,1,1,1,1,5227.0,0,1,1,1,1,57.56,0,0,1,0,0,40.0,15.0,53.33,1,1,0,1,1,1,20.0,1,1,60.0,2.43,4.716,1.624,Italy,I:MB,100.0,B
1,0,1,0,0,1,1,0,1,1,1,0,7510.0,1,1,1,1,1,79.25,0,0,1,0,0,41.67,12.0,20.0,1,1,0,1,1,1,0.0,1,1,73.33,4.376,11.048,2.388,Italy,I:MONC,100.0,A
1,1,1,0,0,1,0,0,1,1,1,1,10580.0,0,1,1,1,1,65.17,0,0,1,0,0,38.46,13.0,20.0,1,0,0,1,1,1,11.11,1,1,46.67,4.275,4.509,0.585,Italy,I:NEXI,100.0,B
1,0,0,1,1,1,0,1,1,1,1,0,30086.0,0,1,1,1,1,44.26,0,0,1,0,0,41.67,12.0,66.67,1,1,0,1,1,1,0.0,1,1,75.0,1.1,56.308,3.138,Italy,I:PRY,39.51,A
1,1,0,0,1,1,1,1,1,1,0,0,108791.0,1,1,0,1,1,98.58,0,0,1,0,1,33.33,12.0,33.33,1,1,0,1,1,1,0.0,1,1,50.0,5.262,9.362,1.521,Italy,I:PST,100.0,B
0,0,0,0,0,1,0,0,1,1,1,0,4988.0,1,1,0,1,1,79.66,1,1,1,0,0,27.27,11.0,54.55,1,1,0,1,1,1,16.67,1,1,72.73,11.985,32.943,8.112,Italy,I:RACE,85.07,B
1,0,0,1,1,0,1,1,1,1,1,0,4455.0,1,1,1,1,1,84.46,1,0,1,0,0,41.67,12.0,66.67,1,1,0,1,1,1,8.33,1,1,33.33,5.177,10.126,2.4,Italy,I:REC,100.0,A
1,0,1,0,0,1,0,0,1,1,0,0,14798.0,0,1,1,1,1,80.23,0,0,1,0,0,44.44,9.0,66.67,1,1,1,1,1,1,33.33,1,1,33.33,2.102,56.816,5.638,Italy,I:REY,100.0,B
1,0,0,0,1,1,0,1,1,1,1,0,28756.0,1,1,1,1,1,99.71,0,0,1,0,1,44.44,9.0,22.22,1,1,0,0,1,1,22.22,1,1,55.56,0.326,5.956,0.149,Italy,I:SPM,69.12,A
1,1,0,0,1,1,1,1,1,1,1,1,3798.0,1,1,1,1,1,96.57,1,0,1,0,1,44.44,9.0,20.0,1,1,0,0,1,1,36.36,1,1,66.67,7.055,1.279,0.367,Italy,I:SRG,72.73,A
1,0,1,1,1,1,1,1,1,1,1,1,258275.0,1,1,1,1,1,82.13,0,1,1,0,0,27.27,11.0,41.67,1,1,0,1,1,1,14.29,1,1,50.0,0.139,62.699,4.231,Italy,I:STL,4.48,A
1,0,1,1,1,1,0,1,1,1,1,0,51323.0,1,1,1,1,1,91.4,0,0,1,0,1,44.44,9.0,50.0,1,1,0,1,1,1,9.68,1,0,100.0,1.768,17.685,1.753,France,I:STM,100.0,A
1,0,0,1,1,1,1,1,1,1,1,0,29134.0,0,1,1,1,1,87.5,0,0,0,0,0,20.0,10.0,75.0,1,1,0,1,1,1,5.88,1,1,50.0,1.168,11.66,1.783,Luxembourg,I:TEN,29.41,B
1,0,1,0,0,1,1,0,1,1,0,1,47180.0,1,1,1,1,1,98.17,1,0,1,0,0,40.0,15.0,37.5,1,1,0,1,1,1,7.14,1,1,62.5,2.225,0.767,-0.017,Italy,I:TIT,33.62,B
1,0,1,0,1,1,1,1,1,1,1,0,5927.0,0,1,1,1,1,76.14,0,0,1,0,1,46.15,13.0,35.71,1,1,0,1,1,1,20.0,1,1,78.57,7.405,1.557,0.494,Italy,I:TRN,100.0,A
1,0,0,0,0,1,0,0,1,1,0,1,70752.0,0,1,1,1,1,72.51,0,0,1,0,1,46.15,13.0,38.46,1,1,0,1,1,1,46.67,1,1,92.31,8.545,25.59,5.559,Italy,I:UCG,19.68,A
1,0,1,0,1,1,1,1,1,1,0,0,12407.0,0,1,1,1,1,67.68,1,0,1,0,1,40.0,15.0,18.18,1,1,0,0,1,1,13.64,1,1,72.73,0.7,16.987,1.5,Italy,I:UNI,100.0,A
1,1,0,0,1,1,1,1,1,1,1,1,71794.0,0,1,1,1,1,10.42,0,0,1,0,0,45.45,11.0,27.27,1,1,0,0,1,1,28.57,1,1,72.73,0.611,5.971,0.486,Spain,IAG,29.81,B
1,0,0,0,0,1,0,0,1,1,0,1,637.0,0,1,1,0,1,42.71,0,0,0,0,1,41.67,12.0,58.33,0,1,0,1,1,1,25.0,0,1,66.67,6.323,3.431,167.607,United Kingdom,ICG,100.0,B
1,0,0,0,0,1,1,0,1,1,1,1,153552.0,1,1,1,1,1,80.64,1,0,0,0,1,30.0,10.0,54.55,1,1,0,1,1,1,0.0,1,1,72.73,0.368,13.249,24.927,United Kingdom,IDS,6.0,A
1,0,0,0,1,1,1,1,1,1,0,1,10551.0,0,1,1,1,1,72.51,0,0,0,0,1,40.0,15.0,43.75,1,1,0,1,1,1,38.46,1,1,87.5,-2.627,2.142,0.79,Ireland,IE:A5G,31.61,B
0,0,0,0,0,1,0,0,1,1,1,0,10845.0,1,1,1,1,1,71.51,0,0,0,0,1,36.36,11.0,83.33,1,1,0,1,1,1,30.0,1,1,83.33,-1.564,8.484,1.557,Ireland,IE:BIRG,76.76,B
